CSD,BORO,GRADE LEVEL,PROGRAM TYPE,"CORE SUBJECT 
(MS CORE and 
09-12 ONLY)","CORE COURSE 
(MS CORE and 
09-12 ONLY)","SERVICE CATEGORY
(0K-08 ONLY)",NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
32,K,09-12,CTT,Science,Physics,-,39,2,19.5
32,K,09-12,CTT,Science,Other Science,-,316,12,26.3
32,K,09-12,CTT,Social Studies,Global History,-,782,30,26.1
32,K,09-12,CTT,Social Studies,United States History Accelerated,-,238,9,26.4
32,K,09-12,CTT,Social Studies,Participation in Government,-,143,5,28.6
32,K,09-12,CTT,Social Studies,Economics,-,20,1,20
32,K,09-12,CTT,Social Studies,Other Social Studies,-,243,8,30.4
32,K,09-12,SPEC ED,English,English 10,-,12,1,12
32,K,09-12,SPEC ED,English,English 12,-,15,2,7.5
32,K,09-12,SPEC ED,Math,Integrated Algebra,-,23,2,11.5
32,K,09-12,SPEC ED,Math,Geometry,-,10,1,10
32,K,09-12,SPEC ED,Math,Other Math,-,15,1,15
32,K,09-12,SPEC ED,Science,Living Environment,-,29,2,14.5
32,K,09-12,SPEC ED,Science,Other Science,-,5,1,5
32,K,09-12,SPEC ED,Social Studies,Global History,-,18,2,9
32,K,09-12,SPEC ED,Social Studies,United States History Accelerated,-,33,3,11
32,K,0K-09,SPEC ED,-,-,12:1,130,13,10
32,K,0K-09,SPEC ED,-,-,12:1:1,429,46,9.3
32,K,0K-09,SPEC ED,-,-,8:1:1,9,1,9
32,K,MS Core,GEN ED,English,MS English Core,-,2934,115,25.5
32,K,MS Core,GEN ED,English,Other English,-,223,11,20.3
32,K,MS Core,GEN ED,Math,MS Math Core,-,2589,103,25.1
32,K,MS Core,GEN ED,Science,MS Science Core,-,2629,104,25.3
32,K,MS Core,GEN ED,Social Studies,MS Social Studies Core,-,2793,110,25.4
32,K,MS Core,CTT,English,MS English Core,-,661,27,24.5
32,K,MS Core,CTT,English,Other English,-,53,3,17.7
32,K,MS Core,CTT,Math,MS Math Core,-,579,23,25.2
32,K,MS Core,CTT,Science,MS Science Core,-,576,23,25
32,K,MS Core,CTT,Social Studies,MS Social Studies Core,-,523,21,24.9
32,K,MS Core,SPEC ED,English,MS English Core,-,223,28,8
32,K,MS Core,SPEC ED,English,Other English,-,11,1,11
32,K,MS Core,SPEC ED,Math,MS Math Core,-,192,24,8
32,K,MS Core,SPEC ED,Science,MS Science Core,-,183,22,8.3
32,K,MS Core,SPEC ED,Social Studies,MS Social Studies Core,-,188,23,8.2
32,K,MS Core,G&T,English,MS English Core,-,30,1,30
32,K,MS Core,G&T,Math,Integrated Algebra,-,148,5,29.6
32,K,MS Core,G&T,Science,Living Environment,-,113,4,28.3
32,K,MS Core,G&T,Science,Other Science,-,28,1,28
